LocID,mae,mse,r2
108,65.2712806164248,8697.501819861423,0.5463398902799662
174,3.079386204356903,15.031515692215901,0.726725829332483
262,4.208525481720999,20.69116188445457,0.7259526831544008
232,14.622738586295764,328.681166658586,0.7297876937591179
231,588.4772097268603,586602.4429022857,0.5924601173206672
404,242.68991538752772,86277.55232313465,0.6603826295365396
450,131.92292954597627,29997.793037697877,0.6141428827568961
454,106.6059667544352,19307.943756275166,0.5732970225070317
480,4.068319499156526,27.676238384479976,0.41552937420789005
175,1.735312006006763,6.323939802750386,0.43241397618504895
508,164.33337652524858,52534.30437335137,0.5584725201424583
638,1.7909639699572255,4.527786277651718,0.8179420331142088
646,59.39936703967706,5308.261748380269,0.6859193394339775
690,0.261937510635384,0.08530703695235548,0.7924802799927176
706,95.87261974711495,20619.853577535272,0.47946200438554454
728,49.59363461108749,4543.977353791716,0.6382176905405252
800,270.5043474965637,132707.70969293255,0.5159464149248574
834,329.3026320373651,214206.37503670072,0.5360136483240194
894,105.43489601022225,19793.105327483223,0.5470607652025007
716,67.67870372836161,7016.3159594969065,0.7273543847859153
24,190.96398596259186,77672.94980039279,0.4617427625070384
120,139.47138555411792,34825.79530811197,0.5649211738809894
140,30.912412497916634,1737.6459728494058,0.592972989264487
148,99.19018580819095,22425.74772250388,0.4496578232488869
178,27.0838366115139,1331.615100306944,0.5934685836658025
180,537.64047555095,645603.9131739401,0.4644888942224755
226,8.673281000901033,126.63983136717636,0.45543834641314884
266,10.66452761882574,167.47232114334608,0.6055149132612232
678,0.8207982645153822,1.2874313543245637,0.7125152071407852
12,120.15702317650899,19127.165504879602,0.8110851399365969
818,360.82742448900876,172283.46823634187,0.7690984054055617
434,18.064283294273235,403.075842873541,0.8309655676441183
504,61.73791845052651,4998.187276115024,0.9131408020341745
729,213.77359000810458,79479.07166018526,0.6191393012426938
788,24.99970010491128,767.1715221391246,0.8582272691864186
732,2.499732769739635,8.068252267248457,0.48948639477451494
72,9.887861519566561,113.21595392249544,0.7544263041149917
748,3.5966429338881922,14.824306539713632,0.8603645751184705
426,6.86715753950129,51.9928931261515,0.8635276684776317
516,9.472588387146649,122.94652687496826,0.7546446298109557
710,148.63601432080983,29975.16577020893,0.8403924696996138
204,65.37809494808317,8351.057716838626,0.541010746500389
854,112.81296962485912,24722.452244990607,0.5564483235641552
132,1.3020750787194142,2.570619678963212,0.8603909216803148
384,138.51893966614978,32268.38025658714,0.5980405526138343
270,13.795840635012496,350.82027175510507,0.5443617208803608
288,133.8085840310515,26202.612476792423,0.6998674203038177
324,65.48008831441817,7372.142999957878,0.6167667622710897
624,9.298598432193957,145.0182158964263,0.6519871655792687
430,23.323630404844632,1001.9124998562252,0.6172296800163346
466,118.53768707469796,32608.31486455788,0.49940782828456687
478,22.205249569526767,893.0603770794601,0.5943048415973524
562,151.1482527409341,56461.963432920464,0.40665362598001553
566,1021.6938749053722,2052328.9850394847,0.5856292296383705
654,0.035419353382160096,0.0017905430579927657,-1.1687312451539071
686,80.66408491088816,11647.752965059879,0.6024794742260107
694,36.18958634344072,2241.3807715035086,0.659508049925568
768,38.71897190013599,2619.330315679321,0.6280474432299856
398,37.730481969738626,1752.4034878109596,0.8943073154274714
417,18.5268921869445,507.84070819741953,0.821644066272726
762,36.8590095844863,1968.7462073594147,0.7329320889645179
795,16.923729906869504,408.8370565363032,0.8197245000306929
860,93.55415491723143,12088.750180671472,0.8150797588814469
156,5246.2652075117385,38789939.20183902,0.34722825819700653
344,34.62259896132617,1581.61528446508,-0.1312715962264519
446,3.0424321678094133,11.493282864980294,0.3106548792100622
158,103.08507139887342,16021.672435756496,-0.037124225349775
408,71.01854371190238,7574.0670434606045,0.6062446804079972
392,539.114351009419,408899.2831495853,-0.9778331779356995
496,9.478094481345561,126.47215012982309,0.8071349842880837
410,227.6564469338432,86644.52303656103,-0.18215887943911913
4,215.74124004418874,92445.28098093258,0.5129553119528046
50,383.3366871640203,190578.0274246522,0.8685938540160596
64,2.4420300566041617,8.241750454095042,0.7401516245575145
356,3140.350165880713,12426841.811807884,0.8618194719616952
364,244.30933606686054,95316.08258977313,0.7160693946902168
462,1.9789353182291591,8.348280154392667,0.4827068344141803
524,70.87439793656416,7210.256994076333,0.8665092008769613
586,936.0686995478572,1230595.0986091292,0.7140569559721849
144,39.44556176110171,2270.435197152978,0.8397611018085589
96,1.3286982243729533,2.2984088369959483,0.7255687553963779
116,40.25059084981917,2030.8832334389836,0.8576292792483033
360,579.2636846430752,413110.31058494176,0.8680409752625494
418,21.644630574233418,562.5769099079565,0.8380704508656236
458,88.46329728143526,11409.681207623702,0.7619636844665536
104,104.38564945344382,13438.272456460894,0.8912209986022239
608,319.77729268899077,126173.18265001583,0.8292101673008461
702,28.92084505869777,954.3590818873972,0.19008579085992117
764,243.9626738185304,88782.32127331938,0.27502290160241316
626,4.448474611901845,30.436067755647667,0.7768940212392801
704,230.20154535935606,64995.16844436394,0.806771308213126
51,10.49985444653866,183.8006504938918,0.19709383920021795
31,27.890105696718113,1016.3804069748118,0.763146729523104
48,6.877407781593219,86.85177995611043,0.3836192590603914
196,4.353762359294543,24.366171647165263,0.4354499379472698
268,11.086578422639858,239.80110061724093,0.29623615526153846
368,195.9296588386103,61644.34882401693,0.6206532086966473
376,20.40993494165159,596.7010734634241,0.7914237856465605
400,52.10727646417042,3582.922145759579,0.5441733556478007
414,21.84538299134138,834.5279696552266,0.27844154940195465
422,10.79723995384925,168.2123939408168,0.8431336516322452
512,23.548886015780788,885.9198601770869,0.4554265025447969
634,18.576397233129605,726.8002412129571,0.09233270999520915
682,149.3879045533602,29088.018803980638,0.6115157884871708
275,22.652320832593965,819.6937737814526,0.6567001231373492
760,73.54025931399357,9865.453328880112,0.7334162021051691
792,180.27210389694176,42074.75667797988,0.8392429537711058
784,64.60034231133638,7592.967366713883,0.17929225059109533
887,169.66598728595687,42813.19594775504,0.6035980884045863
112,37.8423854267323,1928.0715194103225,0.12149230403090239
100,30.686371547747918,1426.8207709708074,-0.5487268882759613
203,39.12602217381861,1916.051661054436,0.15884663916889663
348,35.0445452829121,1723.3783428137012,0.18551902549471033
616,144.415775524872,27703.336767926874,0.24988836329982955
498,11.002444870809256,226.79081565217396,0.3302548042544926
642,71.62618134837005,7830.075357985293,0.08071347491844783
643,535.8285163251313,364251.2797637694,0.32300208423850363
703,20.345796608837375,522.4779468431474,0.3329120189296868
804,197.63257638419074,65001.192827758,-0.6056836380200419
208,16.344678656849343,352.2389591014394,0.39962257481752894
233,4.516119596731457,27.77985795737214,0.08235136872235282
234,0.110764496884835,0.015716304360102688,0.712764889700837
246,17.460786939271923,435.7143434995372,0.08917233057289364
831,0.17666408036234904,0.04175561468321932,0.5005869455125855
352,0.966643157148723,1.1105544863609824,0.6534361243161909
372,11.802800230231144,209.2047195026566,0.6396778932345162
833,0.2777882321180253,0.10262058079763237,0.18365058314870564
832,0.38311884819419545,0.1754919734952654,0.3918970127887448
428,7.60331848605973,99.54131733528574,-0.73425040614209
440,12.019831175531078,251.7472004297617,-0.917666244586903
578,15.096608184203436,274.27895319028903,0.5036016765041708
752,26.860464411541766,845.5106805195641,0.5351393185278861
826,175.21608090560588,38407.61687064632,0.5033763878804125
8,10.511824614390504,220.608617634639,-0.2123767282864546
20,0.35169830507222155,0.16150724884563533,0.16276076729918387
70,15.392400284667119,465.12397817052823,-0.9717970578828627
191,16.1364299276254,401.5825340869823,-0.3921899240633755
292,0.09223497143801379,0.01104716559336024,0.3397022711272196
300,40.438063104549016,2168.799989411601,-0.19952324480226125
380,239.46230278451662,77477.2115201975,-0.27803014356921674
412,4.773279057987513,56.183514784086476,0.40156999618335987
470,2.2035517261641995,6.102408245125226,0.17278275862211578
499,1.891812655706363,5.339649464702239,0.3622311318729726
807,7.339664254985947,80.66817482827881,0.28698965517665076
620,41.23651574669637,2301.0937217053006,-0.28049343388459347
674,0.13835524761369253,0.02649852925683166,0.04764278524365817
688,28.74711056101452,1173.5467360081143,-0.1173733919730684
705,7.970034390657729,81.11379149697292,0.047559535729018054
724,174.32977548794108,41090.082811208886,0.06662809713057849
40,30.672112341651335,1193.3512992763567,0.2070609314903471
56,31.971006006637513,1296.5046235349712,0.42360960545175474
250,170.6879581295647,37299.17002631073,0.3827565668734658
276,283.4285714374218,111521.97632456335,0.0374873093914192
438,0.14125102085278757,0.026028201009805768,0.19841118874683983
442,2.1983848819418768,6.608516089803238,0.35895903723030553
492,0.10495687683531227,0.013511252752825262,-0.33126073758937014
528,51.61400068863461,3844.791444900538,0.2953682015507417
756,28.49858879640536,982.5362283499034,0.31026703432138303
660,0.06097818173878707,0.005157449134103147,0.43177011543375166
28,0.2618738899808208,0.09883035465593704,0.6296458141862338
533,0.3819446343488778,0.2090692288417086,0.28704624865880723
44,1.197635759166669,1.7809882924137326,0.6970107211704175
52,0.8845157738407745,1.2309203391592516,0.3046757029837295
535,0.0991174412266468,0.014457254813968907,0.29867299278734094
92,0.1310399474384535,0.022937649286146986,0.3776095882774172
136,0.31944788833892956,0.14442911214022933,0.3068091095467099
192,41.1856564531191,2846.8537339184318,0.07831645859335201
531,0.5542035308251879,0.47138132895968143,0.49330076145709034
212,0.17711477064170764,0.06343756261053628,0.6515145569861738
214,18.943823885227285,464.52836100593333,0.9154243523743705
308,0.21488696858830478,0.08548578975176556,0.8453932890909789
312,1.4991033717927043,3.2646102066395115,-0.07552371382402079
332,33.27396090599658,1320.0137146279862,0.8462245286863675
388,7.515012647791001,92.66831791558317,0.7120803786665602
474,1.7884087446670496,4.495571589927596,-0.7971452716147784
500,0.048048776046010856,0.0029180059396435505,-4.224862996875111
630,14.412099941502522,360.7772491688451,-1.0632473862636167
652,0.054854307709946384,0.00365368525705364,0.2473562094780869
659,0.1688379097422485,0.040127541984880055,0.44560792287244577
662,0.5316280584649826,0.42325519913201215,0.6267552313836
663,0.1375135975628549,0.025496604797520413,0.27851772605180825
670,0.28120201199664324,0.18003087282661648,0.44158692250263865
534,0.33740920400993685,0.15050094723328483,0.10467202904740636
780,4.643789623500758,30.25215900788376,0.5771505209934975
796,0.1920925583172768,0.05768292031791242,0.20743349297169222
850,0.4408458351177483,0.2579295666952773,-0.316228087320537
84,1.3107970018227542,2.240645242740442,0.7534678746680838
188,12.917275665617405,209.67468630311546,0.7476119928680236
222,12.149414252385478,214.92816538838323,0.8808492785804536
320,62.31066354976946,4914.933038353551,0.7737071011761157
340,36.57105613889094,1603.808701298345,0.7683105420323297
484,241.9718564313413,70993.2918507995,0.8862726350993164
558,17.31259509236082,351.855945465355,0.8721187956154728
591,9.477115180028505,100.7836631242493,0.8645174251364275
32,72.32373132324243,7637.439324598612,0.8774597261226018
68,35.31104139212319,1504.8541168468448,0.8320170400867466
76,537.6057218800792,363959.19733222673,0.7617298072272063
152,53.31528710622584,3413.021817189212,0.6627481227441755
170,122.28790763069392,17830.63865216538,0.8134844545304838
218,39.61370765315822,2046.576955777958,0.8527226416112442
238,0.013372512812110443,0.0002761727385064781,0.4004263333837509
254,1.213746166172438,2.1058495598221323,0.6021772402148635
328,0.9323832674418014,1.3327020934519915,0.9586362019217695
600,15.804918471307259,304.5179129264659,0.8719461785141189
604,59.13908148716637,4347.176162046281,0.9077419080288163
740,0.8983558911005176,0.969840400150117,0.9391402412007435
858,6.515671000685462,76.14177615372611,0.6938181310361593
862,52.325271518057924,4327.532323323382,0.8700789700380454
60,0.2839004796613388,0.10388575102643939,-0.12014340863595807
124,117.48911269341939,16660.68366293714,0.4091382423487858
304,0.18447546074831064,0.050440030722262164,0.526391993923227
666,0.025346025030022406,0.0010198166420856216,-0.10586910791837112
840,820.7946957492717,867858.688043447,0.621135842479959
36,66.4066887540835,5205.578748464072,0.6263435368876383
554,12.50134334375604,190.4255339010455,0.6587110198369681
242,1.3105723231033504,2.5937971077304094,0.9381957122933188
540,0.5872995202672664,0.45297405395429174,0.8168714182897854
598,41.53723927986124,2426.013700748589,0.6711234253950878
90,2.990588964415844,15.522410433249654,0.652062580938034
548,1.3530664706732662,3.080447465573637,0.6593355670660057
316,0.29532561304722793,0.11553519919746895,0.8764437897371514
296,0.39958362434636635,0.24791084956842724,0.8005384275679523
584,0.19155383762860173,0.0468893754659627,0.5327122152593646
583,0.23932509701850238,0.06769125847830175,0.908665208791785
520,0.03949811022572055,0.0023693639196665575,0.8207596622163476
580,0.3026681561581778,0.10967508336035965,-0.08248687543016975
585,0.058151925602861664,0.004255197120836268,0.5900982220614077
16,0.1846631544733005,0.04724201672286078,0.4155205353220358
184,0.0660428936272752,0.005362311388097957,0.368000358209293
258,0.7254898237222028,0.6944083116716795,0.7642158042820044
570,0.01872807986325563,0.00042927636531071134,-2.6143477896615166
882,0.4166109246231478,0.31783258660569447,0.9103241838837466
772,0.004481092671357791,2.9476612366458624e-05,0.8102418565717915
776,0.18020565441480182,0.0413972998004924,0.9416898505366428
798,0.021133847644404603,0.0005657380958995908,0.9173321042916163
876,0.0466184667097835,0.00425822660128276,-0.1232658093026675
